Transaction_ID,Account_ID,Customer_Name,Region,Account_Type,Transaction_Type,Currency,Amount,Fee_Charged,Interest_Accrued,Amount in USD,Fee charged in USD,Interest accrued in USD,Transaction_Date,Month,Year,,,,,
12150,1036,Ahmed,South,Credit,Interest,SAR,5677.42,93.86,54.32,1532.9034,25.3422,14.6664,16/08/2024,August,2024,,,,,
12151,1068,Fatima,West,Investment,Withdrawal,USD,2318.47,10.72,132.03,2318.47,10.72,132.03,19/08/2024,August,2024,,,,,
12152,1037,Fatima,South,Credit,Transfer,USD,6497.68,50.88,44.62,6497.68,50.88,44.62,06/03/2023,March,2023,,,,,
12153,1040,Ahmed,West,Savings,Fee,USD,2435.87,35.81,-14.38,2435.87,35.81,-14.38,04/03/2024,March,2024,,,,,
12154,1061,Omar,West,Checking,Transfer,USD,4613.52,42.12,22.28,4613.52,42.12,22.28,01/04/2024,April,2024,,,,,
12155,1059,Lina,East,Investment,Withdrawal,SAR,4792.41,58.61,131.17,1293.9507,15.8247,35.4159,16/05/2023,May,2023,,,,,
12156,1013,Ali,West,Checking,Deposit,SAR,1784.91,77.32,148.75,481.9257,20.8764,40.1625,28/08/2024,August,2024,,,,,
12157,1088,Fatima,South,Investment,Fee,USD,8763.32,50.88,34.37,8763.32,50.88,34.37,17/02/2023,February,2023,,,,,
12158,1083,Huda,South,Investment,Fee,SAR,5262.95,50.88,-16.63,1420.9965,13.7376,-4.4901,03/09/2024,September,2024,,,,,
12159,1001,Zain,North,Investment,Withdrawal,USD,8669.17,61,7.27,8669.17,61,7.27,13/07/2023,July,2023,,,,,
12160,1069,Sara,North,Investment,Transfer,SAR,2632.73,98.09,60.66,710.8371,26.4843,16.3782,27/04/2023,April,2023,,,,,
12161,1016,Ahmed,East,Checking,Withdrawal,USD,1731.64,65.12,64.42,1731.64,65.12,64.42,13/06/2023,June,2023,,,,,
12162,1088,Ahmed,South,Credit,Fee,USD,189.99,71.61,76.01,189.99,71.61,76.01,23/04/2024,April,2024,,,,,
12163,1027,Sara,South,Investment,Withdrawal,USD,947.71,19.52,117.07,947.71,19.52,117.07,14/10/2023,October,2023,,,,,
12164,1065,Ali,South,Savings,Fee,SAR,1483.23,76.89,92.24,400.4721,20.7603,24.9048,19/06/2024,June,2024,,,,,
12165,1034,Sara,East,Investment,Transfer,SAR,797.77,7.93,2.17,215.3979,2.1411,0.5859,08/05/2024,May,2024,,,,,
12166,1004,Fatima,South,saving,Deposit,USD,8969.82,65.65,29.01,8969.82,65.65,29.01,09/02/2024,February,2024,,,,,
12167,1064,Sara,North,Investment,Deposit,SAR,9115.27,5.56,117.96,2461.1229,1.5012,31.8492,06/04/2023,April,2023,,,,,
12168,1039,Ahmed,East,Savings,Withdrawal,SAR,9374.25,11.52,76.68,2531.0475,3.1104,20.7036,11/05/2024,May,2024,,,,,
12169,1075,Sara,North,Checking,Fee,SAR,9599.01,10.79,-16.72,2591.7327,2.9133,-4.5144,11/09/2023,September,2023,,,,,
12170,1055,Zain,North,Investment,Deposit,SAR,4923.43,5.25,15.11,1329.3261,1.4175,4.0797,18/02/2024,February,2024,,,,,
12171,1035,Huda,East,Savings,Fee,SAR,5304.95,50.88,51.33,1432.3365,13.7376,13.8591,24/09/2024,September,2024,,,,,
12172,1044,Fatima,West,Checking,Transfer,SAR,1317,99.44,-15.58,355.59,26.8488,-4.2066,06/08/2024,August,2024,,,,,
12173,1022,Sara,West,Investment,Withdrawal,SAR,1379.15,34.82,88.21,372.3705,9.4014,23.8167,06/01/2024,January,2024,,,,,
12174,1046,Ahmed,North,Savings,Fee,SAR,7729.84,76.08,62.71,2087.0568,20.5416,16.9317,29/07/2024,July,2024,,,,,
12175,1030,Omar,West,Checking,Withdrawal,SAR,8558.73,13.23,-20.51,2310.8571,3.5721,-5.5377,31/08/2023,August,2023,,,,,
12176,1010,Huda,South,Investment,Fee,SAR,7849.3,45.45,87.78,2119.311,12.2715,23.7006,30/09/2024,September,2024,,,,,
12177,1009,Fatima,East,Checking,Fee,SAR,8347.41,18.51,-21.53,2253.8007,4.9977,-5.8131,08/01/2024,January,2024,,,,,
12178,1066,Ahmed,North,Savings,Transfer,SAR,4957.285,19.21,29.69,1338.46695,5.1867,8.0163,08/02/2023,February,2023,,,,,
12179,1013,Ali,South,Investment,Withdrawal,SAR,4666,9.97,11.71,1259.82,2.6919,3.1617,19/12/2023,December,2023,,,,,
12180,1079,Zain,West,Investment,Interest,USD,4597.4,43.2,88,4597.4,43.2,88,01/03/2024,March,2024,,,,,
12181,1073,Lina,South,Investment,Fee,USD,9952.88,7.55,51.33,9952.88,7.55,51.33,18/03/2023,March,2023,,,,,
12182,1092,Ali,West,Savings,Fee,SAR,9492.29,90.98,-16.34,2562.9183,24.5646,-4.4118,24/05/2024,May,2024,,,,,
12183,1009,Lina,North,Credit,Deposit,SAR,5988.88,44.79,112.4,1616.9976,12.0933,30.348,31/05/2024,May,2024,,,,,
12184,1075,Zain,South,Investment,Withdrawal,SAR,1388.35,83.86,-48.56,374.8545,22.6422,-13.1112,20/05/2023,May,2023,,,,,
12185,1093,Sara,East,Savings,Interest,USD,2593.37,97.95,56.01,2593.37,97.95,56.01,09/09/2023,September,2023,,,,,
12186,1000,Fatima,North,Checking,Transfer,USD,3643.98,67.78,53.36,3643.98,67.78,53.36,30/10/2024,October,2024,,,,,
12187,1004,Sara,South,Checking,Interest,SAR,8733.38,90.15,74.76,2358.0126,24.3405,20.1852,13/11/2023,November,2023,,,,,
12188,1019,Zain,South,Savings,Transfer,SAR,1714.62,13.54,-2.06,462.9474,3.6558,-0.5562,24/02/2024,February,2024,,,,,
12189,1007,Zain,West,Credit,Interest,SAR,2205.27,83,-48.03,595.4229,22.41,-12.9681,16/03/2023,March,2023,,,,,
12190,1042,Zain,North,Savings,Interest,SAR,3500.35,27.12,40.95,945.0945,7.3224,11.0565,29/01/2023,January,2023,,,,,
12191,1075,Lina,North,Checking,Withdrawal,SAR,9269.83,47.26,-35.72,2502.8541,12.7602,-9.6444,10/02/2023,February,2023,,,,,
12192,1000,Huda,North,Checking,Deposit,USD,5043.08,64.66,128.44,5043.08,64.66,128.44,24/06/2024,June,2024,,,,,
12193,1056,Ahmed,North,Investment,Interest,SAR,6471.89,90.35,-15.27,1747.4103,24.3945,-4.1229,06/05/2024,May,2024,,,,,
12194,1063,Fatima,West,Credit,Fee,USD,3878.36,91.1,35.05,3878.36,91.1,35.05,10/04/2023,April,2023,,,,,
12195,1083,Sara,East,Savings,Fee,SAR,1893.34,9.21,36.8,511.2018,2.4867,9.936,16/11/2023,November,2023,,,,,
12196,1027,Sara,North,Checking,Fee,SAR,2235.78,36.46,51.33,603.6606,9.8442,13.8591,23/07/2024,July,2024,,,,,
12197,1036,Ali,West,Checking,Deposit,USD,8028.69,79.32,106.51,8028.69,79.32,106.51,23/12/2024,December,2024,,,,,
12198,1046,Lina,East,Checking,Interest,USD,8935.89,70.32,44.43,8935.89,70.32,44.43,11/10/2024,October,2024,,,,,
12199,1075,Zain,East,Savings,Transfer,SAR,4935.83,2.64,-44.85,1332.6741,0.7128,-12.1095,06/06/2024,June,2024,,,,,
12200,1036,Omar,West,Savings,Transfer,USD,3576.38,44.99,104.22,3576.38,44.99,104.22,08/07/2023,July,2023,,,,,
12201,1048,Zain,North,Credit,Withdrawal,SAR,8080.27,82.93,-33.57,2181.6729,22.3911,-9.0639,25/03/2024,March,2024,,,,,
12202,1043,Zain,East,Investment,Deposit,usd,6734.22,73.77,78.31,6734.22,73.77,78.31,04/04/2023,April,2023,,,,,
12203,1055,Omar,North,Investment,Interest,USD,418.33,41.18,51.33,418.33,41.18,51.33,30/06/2023,June,2023,,,,,
12204,1027,Sara,North,Investment,Fee,SAR,4957.285,73.52,6.54,1338.46695,19.8504,1.7658,17/11/2023,November,2023,,,,,
12205,1078,Ali,South,Checking,Deposit,SAR,6824.91,55.12,39.82,1842.7257,14.8824,10.7514,10/10/2023,October,2023,,,,,
12206,1005,Ahmed,North,Investment,Deposit,USD,5741.06,91.26,-47.13,5741.06,91.26,-47.13,26/01/2024,January,2024,,,,,
12207,1060,Omar,South,Checking,Interest,SAR,9780.89,58.71,110.78,2640.8403,15.8517,29.9106,17/11/2023,November,2023,,,,,
12208,1019,Lina,East,Credit,Withdrawal,USD,8662.49,50.88,90.65,8662.49,50.88,90.65,23/07/2024,July,2024,,,,,
12209,1077,Huda,West,Checking,Withdrawal,USD,606.79,50.88,51.33,606.79,50.88,51.33,25/01/2023,January,2023,,,,,
12210,1001,Fatima,South,Credit,Withdrawal,SAR,7260.43,4.99,28.05,1960.3161,1.3473,7.5735,17/09/2023,September,2023,,,,,
12211,1072,Lina,West,Credit,Fee,USD,3369.9,90.05,89.06,3369.9,90.05,89.06,11/05/2024,May,2024,,,,,
12212,1036,Omar,East,Investment,Fee,SAR,4957.285,69.63,21.63,1338.46695,18.8001,5.8401,01/08/2023,August,2023,,,,,
12213,1019,Ahmed,North,Investment,Interest,SAR,6176.07,94.06,-17.52,1667.5389,25.3962,-4.7304,25/04/2023,April,2023,,,,,
12214,1025,Sara,East,Checking,Withdrawal,USD,5035.47,25.05,53.7,5035.47,25.05,53.7,27/03/2024,March,2024,,,,,
12215,1028,Huda,West,Savings,Interest,SAR,8530.97,69.49,94.71,2303.3619,18.7623,25.5717,30/11/2024,November,2024,,,,,
12216,1000,Huda,East,Investment,Withdrawal,USD,7089.81,80.95,14.16,7089.81,80.95,14.16,09/10/2024,October,2024,,,,,
12217,1034,Huda,North,Investment,Deposit,USD,8896.66,70.21,-25.65,8896.66,70.21,-25.65,04/05/2024,May,2024,,,,,
12218,1069,Zain,East,Savings,Transfer,usd,2823.22,21.03,115.91,2823.22,21.03,115.91,24/08/2024,August,2024,,,,,
12219,1058,Fatima,North,Savings,Transfer,SAR,3487.79,27.56,0.56,941.7033,7.4412,0.1512,11/06/2024,June,2024,,,,,
12220,1068,Sara,South,Investment,Withdrawal,USD,6223.29,56.67,52.56,6223.29,56.67,52.56,20/10/2024,October,2024,,,,,
12221,1032,Sara,West,Savings,Interest,SAR,9664.98,44.68,88.27,2609.5446,12.0636,23.8329,20/01/2024,January,2024,,,,,
12222,1050,Huda,North,Checking,Fee,USD,3722.11,73.51,13.42,3722.11,73.51,13.42,04/09/2024,September,2024,,,,,
12223,1077,Sara,North,Credit,Withdrawal,USD,332.61,37.87,79.73,332.61,37.87,79.73,22/02/2024,February,2024,,,,,
12224,1011,Fatima,East,Credit,Withdrawal,USD,4464.42,85.95,51.33,4464.42,85.95,51.33,07/08/2023,August,2023,,,,,
12225,1019,Fatima,South,Investment,Fee,USD,5443.86,43.19,64.09,5443.86,43.19,64.09,10/07/2024,July,2024,,,,,
12226,1052,Ali,North,Investment,Withdrawal,USD,8011.86,4,51.33,8011.86,4,51.33,04/03/2023,March,2023,,,,,
12227,1087,Omar,South,Checking,Deposit,SAR,7288.72,1.74,114.83,1967.9544,0.4698,31.0041,16/12/2023,December,2023,,,,,
12228,1042,Omar,South,Savings,Fee,USD,9646.98,50.88,81.27,9646.98,50.88,81.27,25/01/2024,January,2024,,,,,
12229,1097,Ali,East,Investment,Deposit,USD,7829,54.06,2.86,7829,54.06,2.86,12/01/2024,January,2024,,,,,
12230,1088,Ahmed,North,Credit,Transfer,USD,2993.3,54.27,-38.08,2993.3,54.27,-38.08,07/03/2023,March,2023,,,,,
12231,1049,Omar,East,Checking,Fee,USD,6417.39,79,-49.6,6417.39,79,-49.6,29/04/2023,April,2023,,,,,
12232,1028,Fatima,West,Checking,Fee,USD,6725.69,37.57,130.88,6725.69,37.57,130.88,08/01/2023,January,2023,,,,,
12233,1056,Fatima,West,Savings,Interest,USD,9980.22,99.54,138.42,9980.22,99.54,138.42,07/12/2024,December,2024,,,,,
12234,1038,Omar,North,Investment,Interest,SAR,1395.99,94.55,-31.18,376.9173,25.5285,-8.4186,27/01/2023,January,2023,,,,,
12235,1094,Fatima,South,Investment,Fee,SAR,1921.34,1.3,47.41,518.7618,0.351,12.8007,17/10/2023,October,2023,,,,,
12236,1055,Ali,North,Checking,Transfer,USD,1563.58,89.57,-19.68,1563.58,89.57,-19.68,28/01/2023,January,2023,,,,,
12237,1042,Huda,North,Credit,Withdrawal,USD,5894.71,68.05,139.75,5894.71,68.05,139.75,08/06/2023,June,2023,,,,,
12238,1049,Huda,West,Investment,Interest,USD,1361.66,50.21,51.33,1361.66,50.21,51.33,25/05/2023,May,2023,,,,,
12239,1022,Sara,West,Credit,Transfer,SAR,6563.52,58.27,50.33,1772.1504,15.7329,13.5891,11/04/2024,April,2024,,,,,
12240,1043,Lina,South,Checking,Transfer,USD,8039.7,84.19,-16.88,8039.7,84.19,-16.88,18/04/2023,April,2023,,,,,
12241,1037,Lina,South,Investment,Interest,USD,4333.6,95.1,16.55,4333.6,95.1,16.55,14/03/2024,March,2024,,,,,
12242,1083,Huda,North,Credit,Withdrawal,USD,4957.285,56.03,3.36,4957.285,56.03,3.36,22/07/2023,July,2023,,,,,
12243,1022,Zain,East,Checking,Interest,USD,9128.09,18.13,45.09,9128.09,18.13,45.09,28/10/2023,October,2023,,,,,
12244,1044,Ali,North,Credit,Transfer,USD,5699.96,63.98,33.96,5699.96,63.98,33.96,13/03/2024,March,2024,,,,,
12245,1051,Fatima,South,Investment,Deposit,USD,2093.97,7.62,16.16,2093.97,7.62,16.16,11/01/2023,January,2023,,,,,
12246,1079,Omar,East,Savings,Interest,SAR,3438.51,63.51,-28.82,928.3977,17.1477,-7.7814,29/08/2024,August,2024,,,,,
12247,1049,Huda,West,Credit,Transfer,USD,5303.16,80.86,46.9,5303.16,80.86,46.9,03/10/2024,October,2024,,,,,
12248,1007,Ali,South,Savings,Interest,USD,1557.43,35.33,120.04,1557.43,35.33,120.04,13/04/2023,April,2023,,,,,
12249,1084,Huda,South,Investment,Transfer,USD,6129.07,7.12,96.04,6129.07,7.12,96.04,30/04/2024,April,2024,,,,,
12250,1000,Ahmed,East,Savings,Withdrawal,USD,9992.47,69.22,94.11,9992.47,69.22,94.11,20/04/2023,April,2023,,,,,
12251,1007,Fatima,South,Checking,Transfer,USD,6528.82,33.93,23.22,6528.82,33.93,23.22,04/10/2024,October,2024,,,,,
12252,1028,Ahmed,South,Savings,Fee,USD,3730.39,24.91,91.68,3730.39,24.91,91.68,03/12/2024,December,2024,,,,,
12253,1095,Fatima,South,Credit,Deposit,USD,3324.15,68.92,43.11,3324.15,68.92,43.11,03/04/2023,April,2023,,,,,
12254,1004,Ali,South,Credit,Transfer,USD,9316.72,96.96,-19.94,9316.72,96.96,-19.94,18/12/2024,December,2024,,,,,
12255,1085,Sara,South,Savings,Interest,USD,8716.43,74.53,33.81,8716.43,74.53,33.81,24/06/2024,June,2024,,,,,
12256,1046,Huda,South,Checking,Interest,usd,4728.86,49.14,-23.45,4728.86,49.14,-23.45,29/11/2024,November,2024,,,,,
12257,1033,Huda,South,Investment,Transfer,SAR,3540.61,60.05,-27.1,955.9647,16.2135,-7.317,21/05/2024,May,2024,,,,,
12258,1064,Zain,South,Savings,Fee,SAR,7107.54,14.23,-45.39,1919.0358,3.8421,-12.2553,26/06/2023,June,2023,,,,,
12259,1054,Omar,West,Credit,Transfer,USD,3151.88,81.32,6.57,3151.88,81.32,6.57,14/03/2024,March,2024,,,,,
12260,1089,Ahmed,South,Credit,Withdrawal,SAR,1202.84,60.43,16.17,324.7668,16.3161,4.3659,29/10/2024,October,2024,,,,,
12261,1042,Huda,West,Savings,Fee,SAR,3108.42,96.58,89.89,839.2734,26.0766,24.2703,11/12/2024,December,2024,,,,,
12262,1073,Ali,West,Savings,Transfer,SAR,4348.62,97.95,57.6,1174.1274,26.4465,15.552,25/05/2024,May,2024,,,,,
12263,1029,Sara,North,Savings,Deposit,SAR,2561.56,35.46,121.69,691.6212,9.5742,32.8563,19/04/2023,April,2023,,,,,
12264,1081,Omar,North,Investment,Fee,USD,2175.97,98.85,-14.71,2175.97,98.85,-14.71,13/03/2023,March,2023,,,,,
12265,1016,Ali,West,Credit,Transfer,SAR,71.34,95.68,3.19,19.2618,25.8336,0.8613,03/05/2024,May,2024,,,,,
12266,1025,Ahmed,West,Credit,Deposit,SAR,6312.12,63.98,138.22,1704.2724,17.2746,37.3194,08/10/2023,October,2023,,,,,
12267,1007,Zain,South,Credit,Transfer,USD,6148.34,33.35,38.81,6148.34,33.35,38.81,02/08/2023,August,2023,,,,,
12268,1046,Huda,North,Investment,Withdrawal,SAR,1888.37,75.33,107.81,509.8599,20.3391,29.1087,01/04/2024,April,2024,,,,,
12269,1075,Ali,East,Checking,Interest,USD,9437.06,27.12,48.43,9437.06,27.12,48.43,09/08/2024,August,2024,,,,,
12270,1090,Omar,North,Credit,Transfer,SAR,4957.285,62.98,44.22,1338.46695,17.0046,11.9394,22/02/2024,February,2024,,,,,
12271,1071,Fatima,West,Credit,Fee,SAR,264.54,2.46,-20.38,71.4258,0.6642,-5.5026,24/05/2024,May,2024,,,,,
12272,1088,Sara,West,Checking,Transfer,SAR,2205.52,62.86,120.24,595.4904,16.9722,32.4648,23/10/2024,October,2024,,,,,
12273,1045,Omar,South,Investment,Transfer,USD,6923.75,95.16,-34.33,6923.75,95.16,-34.33,19/11/2023,November,2023,,,,,
12274,1067,Ali,South,Checking,Transfer,SAR,2024.18,23.51,12.05,546.5286,6.3477,3.2535,27/06/2023,June,2023,,,,,
12275,1032,Sara,North,Checking,Transfer,SAR,548.59,77.82,84.69,148.1193,21.0114,22.8663,18/11/2024,November,2024,,,,,
12276,1000,Huda,South,Checking,Fee,USD,6180.89,29.34,51.45,6180.89,29.34,51.45,14/04/2023,April,2023,,,,,
12277,1018,Fatima,East,Checking,Fee,SAR,5188.36,70.78,126.28,1400.8572,19.1106,34.0956,29/04/2023,April,2023,,,,,
12278,1030,Zain,East,Investment,Transfer,SAR,7615.05,70,-42.14,2056.0635,18.9,-11.3778,12/12/2024,December,2024,,,,,
12279,1079,Omar,South,Investment,Interest,SAR,7728.59,18.47,79.88,2086.7193,4.9869,21.5676,04/08/2024,August,2024,,,,,
12280,1013,Zain,East,Checking,Transfer,SAR,9599.75,59.71,45.49,2591.9325,16.1217,12.2823,26/02/2023,February,2023,,,,,
12281,1052,Fatima,East,Savings,Fee,SAR,579.61,85.92,-19.14,156.4947,23.1984,-5.1678,13/02/2024,February,2024,,,,,
12282,1047,Sara,North,Savings,Withdrawal,USD,399.5,38.25,98.65,399.5,38.25,98.65,31/07/2024,July,2024,,,,,
12283,1068,Huda,East,Savings,Transfer,USD,9872.1,71.03,32.26,9872.1,71.03,32.26,27/02/2023,February,2023,,,,,
12284,1089,Ali,West,saving,Transfer,USD,6452.03,67.44,56.32,6452.03,67.44,56.32,27/04/2023,April,2023,,,,,
12285,1061,Fatima,West,Credit,Transfer,SAR,7156.55,25.75,143.45,1932.2685,6.9525,38.7315,29/02/2024,February,2024,,,,,
12286,1091,Ahmed,North,Investment,Transfer,SAR,973.86,91.86,47.25,262.9422,24.8022,12.7575,21/01/2023,January,2023,,,,,
12287,1065,Sara,South,Investment,Deposit,SAR,707.43,56.35,114.67,191.0061,15.2145,30.9609,20/03/2023,March,2023,,,,,
12288,1063,Zain,North,Checking,Transfer,SAR,4957.285,35.53,103.92,1338.46695,9.5931,28.0584,12/07/2024,July,2024,,,,,
12289,1069,Omar,South,Credit,Fee,SAR,4277.68,16.44,82.55,1154.9736,4.4388,22.2885,13/11/2024,November,2024,,,,,
12290,1062,Fatima,South,Checking,Fee,USD,4957.285,47.35,129.36,4957.285,47.35,129.36,18/08/2024,August,2024,,,,,
12291,1072,Zain,South,Checking,Deposit,USD,4468.87,73.01,0.32,4468.87,73.01,0.32,18/04/2023,April,2023,,,,,
12292,1032,Sara,South,Investment,Transfer,USD,5619.74,62.36,114.15,5619.74,62.36,114.15,28/09/2023,September,2023,,,,,
12293,1040,Zain,South,Credit,Interest,SAR,13.33,72.71,25.56,3.5991,19.6317,6.9012,18/11/2024,November,2024,,,,,
12294,1088,Fatima,North,Savings,Transfer,USD,1151.31,79.18,112.5,1151.31,79.18,112.5,20/04/2024,April,2024,,,,,
12295,1047,Sara,South,Investment,Fee,USD,4957.285,44.1,48.76,4957.285,44.1,48.76,11/03/2023,March,2023,,,,,
12296,1012,Ahmed,East,Credit,Withdrawal,USD,542.76,52.02,121.54,542.76,52.02,121.54,22/01/2024,January,2024,,,,,
12297,1072,Fatima,East,Credit,Withdrawal,USD,1343.95,98.64,128.97,1343.95,98.64,128.97,15/06/2023,June,2023,,,,,
12298,1076,Ali,South,Investment,Interest,SAR,2325.65,96.81,69.53,627.9255,26.1387,18.7731,27/02/2023,February,2023,,,,,
12299,1030,Lina,East,Investment,Transfer,SAR,4301.72,41.48,51.53,1161.4644,11.1996,13.9131,26/03/2024,March,2024,,,,,
12300,1074,Huda,West,Checking,Deposit,USD,7151.22,68.52,106.66,7151.22,68.52,106.66,02/09/2023,September,2023,,,,,
12301,1067,Fatima,North,Checking,Transfer,USD,1335.56,50.88,3.4,1335.56,50.88,3.4,14/02/2023,February,2023,,,,,
12302,1097,Sara,North,Checking,Interest,USD,7382.21,15.27,-46.93,7382.21,15.27,-46.93,14/11/2024,November,2024,,,,,
12303,1003,Omar,South,Savings,Interest,USD,8552.06,76.84,51.33,8552.06,76.84,51.33,18/01/2024,January,2024,,,,,
12304,1018,Huda,South,Investment,Interest,USD,6518.27,43.62,51.55,6518.27,43.62,51.55,31/07/2024,July,2024,,,,,
12305,1069,Fatima,West,Credit,Withdrawal,USD,446.82,17.71,9.45,446.82,17.71,9.45,01/12/2024,December,2024,,,,,
12306,1097,Ahmed,South,Investment,Transfer,USD,4412.13,75.88,26.67,4412.13,75.88,26.67,12/03/2023,March,2023,,,,,
12307,1081,Omar,East,Credit,Transfer,USD,6604.06,91.52,-23.39,6604.06,91.52,-23.39,01/07/2024,July,2024,,,,,
12308,1012,Ahmed,West,Savings,Deposit,USD,9785.35,93.33,5.46,9785.35,93.33,5.46,27/08/2023,August,2023,,,,,
12309,1022,Ali,East,Investment,Interest,SAR,9518.57,59.63,-1.98,2570.0139,16.1001,-0.5346,02/08/2024,August,2024,,,,,
12310,1082,Omar,North,Credit,Interest,USD,3963.07,47.96,10.2,3963.07,47.96,10.2,18/04/2023,April,2023,,,,,
12311,1074,Zain,East,Credit,Fee,SAR,6163.15,14.19,9.81,1664.0505,3.8313,2.6487,27/07/2023,July,2023,,,,,
12312,1000,Lina,North,Checking,Fee,SAR,8909.24,79.28,61.79,2405.4948,21.4056,16.6833,22/12/2024,December,2024,,,,,
12313,1087,Omar,East,Savings,Withdrawal,USD,8312.15,94.53,0.12,8312.15,94.53,0.12,29/10/2023,October,2023,,,,,
12314,1053,Huda,North,Investment,Transfer,USD,4799.42,88.95,138.19,4799.42,88.95,138.19,05/03/2024,March,2024,,,,,
12315,1070,Omar,South,Checking,Deposit,SAR,2619.8,75.18,52.25,707.346,20.2986,14.1075,14/12/2023,December,2023,,,,,
12316,1088,Sara,East,Savings,Deposit,SAR,1379.63,50.88,-24.21,372.5001,13.7376,-6.5367,17/04/2023,April,2023,,,,,
12317,1084,Lina,North,Checking,Interest,USD,4884.92,40.78,5.92,4884.92,40.78,5.92,11/06/2024,June,2024,,,,,
12318,1014,Sara,East,Investment,Deposit,SAR,7231.23,41.07,95.95,1952.4321,11.0889,25.9065,10/02/2024,February,2024,,,,,
12319,1064,Zain,West,Credit,Interest,USD,9698,89.44,-47.27,9698,89.44,-47.27,13/09/2023,September,2023,,,,,
12320,1075,Omar,South,Investment,Transfer,USD,8619.53,6.57,137.56,8619.53,6.57,137.56,28/10/2023,October,2023,,,,,
12321,1070,Ahmed,North,Savings,Deposit,SAR,2050.37,50.88,39.04,553.5999,13.7376,10.5408,25/05/2023,May,2023,,,,,
12322,1014,Ahmed,West,Investment,Interest,USD,7200.58,13.61,54.22,7200.58,13.61,54.22,06/11/2024,November,2024,,,,,
12323,1020,Fatima,East,Savings,Transfer,SAR,2898.12,66.23,147.68,782.4924,17.8821,39.8736,07/06/2024,June,2024,,,,,
12324,1018,Ali,West,Checking,Withdrawal,USD,6837.89,79.23,50.68,6837.89,79.23,50.68,15/07/2024,July,2024,,,,,
12325,1059,Huda,East,Savings,Interest,USD,6661.4,64.2,139.55,6661.4,64.2,139.55,26/12/2023,December,2023,,,,,
12326,1092,Lina,South,Credit,Interest,SAR,2731.58,79.46,133.05,737.5266,21.4542,35.9235,07/06/2024,June,2024,,,,,
12327,1088,Ali,West,Credit,Withdrawal,SAR,2351.54,60.75,138.26,634.9158,16.4025,37.3302,28/04/2024,April,2024,,,,,
12328,1032,Omar,South,Credit,Transfer,USD,1048.34,18.98,112.47,1048.34,18.98,112.47,09/07/2023,July,2023,,,,,
12329,1048,Ali,North,Checking,Interest,USD,514.89,38.27,9.28,514.89,38.27,9.28,23/10/2023,October,2023,,,,,
12330,1095,Fatima,East,Savings,Transfer,SAR,8585.93,95.69,19.28,2318.2011,25.8363,5.2056,03/04/2023,April,2023,,,,,
12331,1034,Ali,East,Checking,Deposit,USD,508,28.82,23,508,28.82,23,10/05/2023,May,2023,,,,,
12332,1043,Lina,South,Investment,Fee,SAR,896.52,6.29,145.84,242.0604,1.6983,39.3768,28/04/2024,April,2024,,,,,
12333,1089,Zain,South,Investment,Fee,SAR,2396.13,38.48,22.15,646.9551,10.3896,5.9805,13/02/2024,February,2024,,,,,
12334,1010,Fatima,North,Investment,Interest,SAR,8877.71,36.63,-28.26,2396.9817,9.8901,-7.6302,07/12/2023,December,2023,,,,,
12335,1098,Zain,West,Investment,Interest,USD,3336.07,47.03,105.67,3336.07,47.03,105.67,02/08/2023,August,2023,,,,,
12336,1071,Omar,East,Credit,Transfer,SAR,1926.08,50.88,23.21,520.0416,13.7376,6.2667,26/11/2023,November,2023,,,,,
12337,1077,Fatima,East,Savings,Interest,USD,7158.4,50.88,74.19,7158.4,50.88,74.19,24/06/2023,June,2023,,,,,
12338,1073,Omar,North,Credit,Transfer,SAR,3197.51,75.62,134.87,863.3277,20.4174,36.4149,19/03/2024,March,2024,,,,,
12339,1065,Omar,North,Savings,Interest,USD,3340.33,3.59,65.1,3340.33,3.59,65.1,20/07/2023,July,2023,,,,,
12340,1045,Ali,South,Savings,Transfer,USD,7392.38,71.27,77.54,7392.38,71.27,77.54,08/09/2024,September,2024,,,,,
12341,1008,Zain,South,Checking,Interest,SAR,2524.01,82.42,51.33,681.4827,22.2534,13.8591,08/04/2023,April,2023,,,,,
12342,1002,Omar,West,Investment,Withdrawal,SAR,8968.63,89.56,72.48,2421.5301,24.1812,19.5696,13/04/2023,April,2023,,,,,
12343,1084,Zain,North,Savings,Transfer,SAR,5618.6,42.4,-18.05,1517.022,11.448,-4.8735,06/07/2024,July,2024,,,,,
12344,1025,Zain,West,Investment,Withdrawal,USD,5382.94,50.88,41.28,5382.94,50.88,41.28,31/05/2023,May,2023,,,,,
12345,1071,Fatima,North,Investment,Withdrawal,USD,2654.87,83.93,-48.47,2654.87,83.93,-48.47,25/09/2023,September,2023,,,,,
12346,1047,Sara,East,Investment,Withdrawal,USD,8352.59,77.76,75.25,8352.59,77.76,75.25,18/12/2023,December,2023,,,,,
12347,1065,Ali,North,Credit,Withdrawal,SAR,5731.77,53.6,65.07,1547.5779,14.472,17.5689,11/04/2024,April,2024,,,,,
12348,1069,Omar,North,Investment,Deposit,SAR,1563.61,11.79,13.63,422.1747,3.1833,3.6801,05/10/2023,October,2023,,,,,
12349,1027,Zain,East,Savings,Fee,SAR,2070.92,65.18,54.78,559.1484,17.5986,14.7906,21/07/2024,July,2024,,,,,
12350,1092,Huda,North,Credit,Deposit,SAR,4687.88,6.57,48.61,1265.7276,1.7739,13.1247,16/01/2023,January,2023,,,,,
